payloads,distances,joules_available,energy_used
1.4,86469,662560,1829694
3.992,68815,1494560,1954713
3.656,49677,416800,1428074
3.992,33731,800000,923554
4.376,64818,12000,1824825
4.616,90242,550560,2954042
0.824,99468,1230880,1859313
3.608,66071,1521920,1620484
1.16,60128,773920,1082541
2.792,38155,637280,860926
4.952,94078,643840,2404938
2.6,73071,636640,1807647
4.28,34494,469280,927713
1.352,53534,621760,1242229
1.208,49656,110240,839549
4.136,92993,1059520,2466860
4.856,87848,1018880,3089333
2.648,50671,263520,1192241
1.352,49852,1190080,1064609
3.128,60464,1017600,1582276
4.088,86658,544640,2758296
2.6,61556,1522080,1558975
4.664,88268,1553760,2237040
4.04,59869,1436160,1412754
1.784,80113,1492000,1890417
4.232,96528,203840,2849877
3.752,31127,1279200,901346
3.032,38799,971360,1179003
4.376,78034,277280,2273925
1.112,62865,1432960,1388835
4.904,98670,1247200,3080336
3.032,31673,338240,769751
1.16,83417,320960,1921105
4.664,70565,791200,2158400
3.992,65938,160160,1617636
3.224,32310,727040,1109306
2.552,59281,558240,1663572
3.992,38253,1451200,1061107
1.448,69221,289600,1150410
3.992,31281,1213280,666652
2.984,82843,1388800,1834856
1.544,87750,1088480,2264208
2.792,82850,1407840,2108772
4.952,30784,1519520,847125
1.112,91852,362400,1512214
3.656,67618,1035040,1799373
4.232,88653,1158720,2078738
3.464,55515,1531200,1374129
4.616,98607,13280,2978745
3.848,35593,206720,1122573
4.76,49327,1561760,1381132
1.832,59848,544480,1205536
4.52,50930,116640,1534606
3.032,90858,310240,2145661
1.976,67156,24800,1544563
4.52,64545,9920,1568832
1.016,48977,1213600,893242
1.544,51917,1387520,1053645
2.12,80386,1328000,1687196
3.272,30000,942240,787691
4.376,74730,654400,1816002
0.872,90606,1148960,1600272
0.344,77516,1275840,1152923
1.88,93679,993120,1858124
0.44,53541,380480,963042
4.136,32023,193120,860561
2.408,92202,320,2500855
2.024,53912,963520,1113260
0.344,73267,450880,1319500
1.832,79406,954880,1582016
0.968,72833,1057600,1424173
0.728,49845,597120,877208
4.712,66659,275200,2116355
3.848,54647,736960,1416042
2.456,61094,562400,1430411
4.472,56320,809280,1836288
4.472,53905,1439360,1399108
4.952,84362,762240,2543437
1.304,32373,1288000,698839
2.12,63586,1142080,1362072
4.328,34865,642400,1012554
1.4,50363,1585440,1185771
4.712,89374,1076800,3041323
2.168,48102,253280,1276856
2.84,73757,1575520,1890752
3.08,89647,1406080,2397845
1.256,43426,1022240,874663
4.664,48081,584160,1342473
0.2,63404,37920,968137
3.176,88394,29440,2022910
2.024,36461,1189760,640348
3.464,46716,931360,1228108
4.712,53345,435520,1385777
1.64,32380,746400,622422
1.736,75066,553920,1784816
2.168,77866,527040,1664616
4.424,87400,733600,2693312
4.712,73414,516320,2042748
1.112,91033,677760,1934184
1.688,88296,143040,2311760
2.984,91313,1040800,1898563
3.992,62641,1089440,1871871
2.072,41914,583840,895913
3.128,80680,1197600,1913840
1.112,53177,1028640,1055009
2.072,50265,276480,1117947
0.632,40234,48960,652106
0.248,56775,141120,885575
0.68,93868,1185120,1805595
1.112,47955,1124800,886206
0.2,33738,1295360,607635
0.296,90354,634080,1363055
2.84,52638,356320,1243546
2.264,63019,224640,1739518
2.744,51021,504800,1283172
3.464,85349,188800,2340797
1.448,53226,1283360,1122907
3.848,95100,133920,2540786
0.632,56558,1524960,1024634
0.968,31498,1552640,675717
0.632,68178,1302240,896590
1.352,76291,1289440,1618924
0.248,76403,647360,1202595
2.744,95009,556640,2506406
4.76,39429,1512000,1042327
4.136,79651,754400,2435630
1.928,42481,345920,991464
3.224,77194,838880,1987312
4.04,89451,1341760,1953639
1.304,85629,142400,1869405
3.56,55536,607840,1419551
0.392,68367,41760,989281
2.264,34823,583200,750199
4.664,66127,141440,1896533
1.016,95464,1484320,1896759
0.344,37287,1238240,559052
2.792,71496,331520,1510663
3.848,98012,511840,2456494
3.848,89283,1186560,2143808
1.496,79987,1125120,1580028
3.896,90725,323680,2914461
4.856,38211,98080,1151153
4.856,44714,155200,1571385
2.552,53219,1072160,1306142
1.736,99797,434400,2060293
0.776,63880,865440,1099455
4.76,62529,907520,2381276
4.808,74884,277440,2406821
1.64,78993,803040,1618738
1.016,76725,417440,1484617
3.032,80673,862400,2104236
0.536,84453,220800,1430320
1.88,97291,98720,2067497
1.352,59596,947200,1078721
1.928,33045,1241280,733236
2.888,39933,1025120,1051202
3.032,71426,1032800,1935154
2.552,94099,524160,2328115
0.776,32863,816480,615574
1.496,36265,1388960,815532
3.608,97802,391520,2666733
3.032,31869,863840,783065
4.76,30917,1297600,1048076
0.44,33304,889280,668766
4.424,32044,593920,799904
0.824,82458,578720,1439362
0.776,30014,1135840,508139
1.976,74905,872800,1638641
3.896,47115,1504640,1271383
4.904,34291,756640,949064
1.64,95947,1126720,2058813
0.536,37210,1192800,601716
3.416,68304,710720,1821670
3.368,51140,658720,1260613
2.12,64699,921440,1379071
2.984,65567,1520160,1676305
3.464,84691,331040,2233454
3.8,37546,76960,1097463
4.808,38652,1050720,1062004
0.536,39541,770400,668891
0.584,35229,469120,579130
4.424,39968,998400,858521
1.64,42908,1538080,1001121
0.92,99118,1266720,1418911
3.848,38232,843680,1067572
4.376,68248,1324960,1943964
2.84,96206,468640,2418914
2.312,34284,970080,867884
1.496,77782,579840,1418800
1.784,40661,1404960,972930
2.888,34886,313920,828527
0.344,36468,116640,702282
1.352,91187,281600,2060360
0.824,77026,1246400,1352364
4.472,32184,79680,985607
0.776,97851,111520,1545194
2.984,96836,279360,2641350
0.488,41207,224320,608249
4.28,30525,148480,1020804
0.488,53982,592480,804844
1.208,57699,1075040,1313007
1.688,79805,10240,1687855
2.744,40395,1026880,1128623
2.696,61500,1130400,1541613
0.344,56726,425440,946085
4.376,59498,1132480,1853683
2.984,86581,48000,2297016
3.128,92902,1018560,1735478
1.496,62214,392000,1135692
0.632,67457,1502400,1234162
1.304,73351,874400,1480963
1.736,69074,595520,1390079
4.328,63908,1478880,1812977
3.368,53471,914560,1548846
3.752,32016,300800,961406
0.392,35236,1155040,590667
0.968,89234,758400,1607675
3.56,82038,376960,2485751
0.872,52253,3040,822197
0.344,99118,1357920,1708340
4.184,68640,731840,1835397
2.888,60275,1292800,1568800
3.896,56222,1581920,1524014
4.664,43720,1459200,1148832
3.176,54990,118240,1428454
0.776,64895,1506400,1071815
4.376,60205,1536320,1849680
1.496,41851,1344960,865539
3.944,48340,271840,1448689
0.392,60030,1076320,838152
2.888,49999,1089600,1192060
0.92,83326,1243200,1351108
0.392,80792,1112160,1722591
2.984,38071,169120,751620
2.744,94883,185760,2171586
2.024,75297,133440,1788777
4.712,47535,1348480,1684511
4.088,93028,682720,2812334
4.76,74954,308960,2235582
3.08,66617,1316160,1457517
1.064,51427,240800,1071729
4.568,46240,178400,1125155
2.6,43587,970240,982327
1.256,33892,578400,650824
4.808,64881,1149120,2085010
1.784,31778,1349600,669457
0.872,91425,475200,1836678
4.712,72616,1358880,1770126
2.216,56012,478080,1309179
4.28,75801,868960,2372792
1.544,51763,353280,1205021
4.28,93644,1538880,2587353
1.544,39184,1231200,1005259
0.296,58301,844160,850402
0.92,75878,1551840,1336276
2.84,95786,1048960,2325874
2.648,83410,1443520,2013107
4.376,36566,1411680,1027822
1.112,93413,1020640,2217530
4.808,84397,1417600,2535110
1.304,81499,1526720,1479612
0.92,82696,136800,1536124
4.136,79875,337440,2071895
1.064,36461,1360640,687154
2.84,98635,438080,2518752
3.176,40549,1055520,1127734
1.016,80071,1167360,1484526
2.552,48858,1498080,1119233
1.736,74940,1569280,1391019
4.136,78146,901920,2418030
3.944,93420,1421760,2236969
0.392,89269,1380320,1390951
2.744,87722,1404160,1941886
0.584,81632,1072960,1338697
3.368,65980,1069600,1757138
2.024,35383,1010880,913388
0.344,50608,266400,748875
0.728,40094,1319360,861451
4.664,41599,445440,1322691
2.504,72735,1343680,1619692
3.896,39205,29760,1026375
1.112,88779,1158720,2050410
3.512,75703,1455840,1985787
3.224,63054,977920,1648436
2.168,84376,313760,1757738
0.872,97907,1100800,2044691
1.256,84726,836320,1627350
1.352,97543,561760,1831497
1.736,72490,951200,1562537
3.032,94729,19840,2420145
1.976,63649,969280,1452396
1.208,96269,805440,1819629
0.824,57461,698400,983931
1.88,57146,1087840,1236494
4.232,32786,1129440,897909
1.544,68640,1478880,1472923
0.968,61570,528480,936513
0.392,52232,1053760,774245
3.032,35390,100640,999845
0.632,95744,996000,1661631
3.848,80995,1460320,2288926
2.36,44224,365920,1001165
2.072,78342,1278880,1571891
4.232,80232,1192000,2190938
2.936,33605,63840,897873
3.128,90270,419520,2450773
1.784,30035,206560,733600
0.776,51371,368960,1086700
1.832,49369,856000,1014332
0.824,31974,1297280,656119
2.216,68157,924480,1372407
1.256,61290,332160,1101747
1.592,62515,603840,1535046
4.952,99006,538240,3053414
2.216,43839,1351200,1084631
4.808,62046,1439200,1706264
2.84,95541,1591680,2527539
3.128,67716,351840,1635959
0.44,42789,231360,747011
4.568,91523,1127840,3116595
2.264,30497,1260640,725730
4.808,36167,811520,1103683
2.84,95079,1144320,2640566
4.664,84271,718880,2343736
3.32,57055,848800,1427204
1.736,81072,1422560,1857980
0.92,33290,1030720,664890
0.392,59925,73120,1011356
1.304,72301,1272000,1168103
0.728,85447,1157280,1441937
4.424,31274,338560,823853
1.016,99279,1481760,2383780
4.376,69949,553280,1716870
3.704,61773,891840,1747968
1.4,52232,1396320,1091344
2.312,47220,725920,1075855
4.904,36888,1211040,1200574
0.536,99860,818720,1779796
2.168,48627,920480,1133097
4.136,84509,1073760,2153714
3.944,81562,306560,2493982
2.456,79511,531040,1952086
3.224,99160,711680,2259380
3.416,33157,1294560,836421
3.32,56250,1332640,1234094
2.552,30014,116000,748507
4.856,81100,1553440,2476635
0.488,81898,259200,1443492
0.392,44049,1473120,672365
0.68,79973,751200,1478846
0.728,55592,1489920,1075580
1.64,71825,1056000,1301220
0.536,37385,873280,678521
4.424,57839,1438880,1267770
4.472,67177,897760,1613412
3.32,32828,205280,780261
2.984,74772,806080,1751600
3.128,45596,782240,919609
3.8,56908,61760,1583112
1.4,49782,91040,1012950
3.656,77243,1121440,1906558
3.416,87967,811680,2197344
1.064,59918,46400,1247700
0.968,60156,931040,915366
1.928,53359,857600,1257496
2.072,67023,1056800,1470407
0.776,34543,854560,613710
3.08,51434,328160,1159383
2.216,96857,916320,2229313
5,51154,686720,1686267
2.36,90648,1338240,2194870
2.648,77411,1512640,1747469
3.56,36818,245760,926360
4.616,80701,281600,2463525
2.072,68283,154240,1691452
3.224,68017,993280,1746244
4.808,55907,237600,1601670
0.776,44385,1567360,772843
4.52,40710,1015840,1228753
1.688,72357,1082080,1528015
4.712,44805,1579040,1136973
3.608,84152,1531200,2165106
2.84,54885,343200,1353783
0.344,99335,163200,1284519
2.792,71790,1264960,1518493
0.536,35306,836320,669051
0.68,71188,923360,1051509
1.256,86469,1320000,1673273
2.696,45554,484480,983382
3.464,99734,728480,2302124
0.248,69872,158880,1182549
2.984,45260,56320,1131886
0.632,63859,1502080,1021428
4.376,86308,810240,2555564
4.712,42348,1190880,1268917
0.344,58889,137760,790034
1.688,60303,831840,1239102
4.664,93273,1231040,2933040
4.52,74940,390400,1927319
4.904,99160,1183840,2504279
1.256,66085,1159840,1219239
2.696,72980,800960,1637338
1.16,78524,879360,1482376
0.536,43538,1273920,741006
2.552,98425,399360,1985756
3.416,88478,119360,2107717
3.896,84936,862880,2387300
2.408,72840,865440,1813072
0.824,39289,772800,604461
2.36,98068,268480,2120771
3.656,83543,107040,2247176
2.024,69739,556960,1507750
0.824,69648,340960,1088086
3.272,57804,821440,1599696
3.32,60016,528480,1517650
3.656,38127,535040,878149
3.704,31246,657120,821533
1.64,81863,1001760,1656510
1.112,84733,451360,1540417
0.92,33521,1228320,585919
4.664,35187,48160,910266
3.704,63558,675040,1833466
1.448,55648,823840,1040241
0.44,72378,696960,1195636
2.504,83137,1005120,1562249
2.984,91096,304480,2071549
3.608,53947,1125920,1292204
3.08,54339,690080,1474896
4.664,34676,1262400,876312
2.696,35971,587360,940872
0.536,73064,372000,1264399
1.352,71398,68320,1485046
2.216,67716,1022080,1704571
2.744,60730,293280,1372268
4.616,64335,11840,1795919
4.664,54479,1158400,1591506
3.224,40108,382720,953488
0.488,77502,99680,1230625
4.136,81842,1417280,2075441
1.736,55046,1238880,857998
0.248,64951,833280,1045113
4.328,42362,209280,1171602
3.416,88233,893120,2752360
3.656,31918,304640,848659
2.36,34333,895520,773507
3.704,74331,570720,1915255
3.032,79987,1242240,2336460
3.704,47171,659520,1245737
1.976,99202,815680,2077602
1.064,50454,752960,1039959
1.88,93091,838080,1915880
2.936,76781,1097120,1996934
4.184,77341,443520,1671013
1.592,82920,100640,1401228
4.712,79021,272320,2599941
5,63180,701600,1910102
1.736,91362,421280,2098399
3.944,39485,552160,1001406
1.352,57699,437920,1088633
4.376,94379,1480960,3101630
3.128,50041,579360,987449
3.992,54318,1043840,1605185
4.856,78741,44160,2171338
3.224,76893,299520,2333850
4.568,80463,1384640,2072389
4.808,86987,99840,2314478
2.216,76214,721920,1791777
4.856,35383,450720,1095698
1.112,84474,332800,1715419
4.184,85902,1406560,2521278
0.824,60261,1071040,1252859
2.936,96829,1133280,2681148
3.896,46919,1513120,1261755
2.504,75612,1389760,1731548
2.984,45365,308320,1259281
4.952,82864,468800,2343616
1.928,39345,1488800,726825
3.272,46058,1596160,1199996
2.552,67044,559200,1363718
0.248,96654,32480,1561892
3.464,93987,850880,2566253
0.824,51833,968160,919343
1.976,56929,440480,1226149
2.408,51784,1155840,1210183
3.608,37700,1387840,912061
1.256,50433,482880,1124386
3.176,95618,1366560,2210889
1.64,87911,132160,1708920
1.784,34627,298880,767723
2.696,93651,1206240,2286811
1.448,64965,1505440,1517012
3.176,64377,356160,1759288
2.84,86763,406880,1887216
4.424,78167,842560,2549112
0.872,48109,1279520,1054448
0.92,32870,1539840,587369
4.52,61759,528800,1730915
4.472,90921,264960,2474491
4.808,70334,89120,2370069
3.368,98369,1088640,2437554
1.832,38442,1543680,938736
1.976,38617,360160,813129
0.2,32933,734240,577635
0.968,42229,940960,749777
4.184,46660,995840,1288668
2.072,55893,299200,1239398
2.84,31183,938560,760148
1.832,83473,1051680,2028232
2.6,56439,1489120,1248623
0.536,75640,1357120,1262248
1.016,49908,276640,1017555
2.312,93700,1019200,2251061
1.4,85552,1474240,1800249
4.328,31540,27040,902615
2.072,92048,1429440,2256865
4.712,44441,1001600,1255026
1.112,98887,1456480,2048028
1.112,98117,466720,1905139
3.032,97081,308320,3160143
3.032,98110,398880,2151732
3.128,45330,144160,1131743
0.344,59743,727040,1096693
2.888,95695,1242080,2168181
2.984,64013,63360,1622278
2.36,59316,704960,1388811
3.608,82073,238720,2197350
4.04,89605,840800,2313068
2.312,66547,686080,1658063
4.568,67317,1563360,1962361
0.872,43755,865760,843291
0.44,59190,1195040,898415
0.536,57524,1593760,739183
2.264,72371,725280,1572886
2.216,31526,384800,725482
1.832,33941,147360,827702
4.568,51504,711680,1679575
1.448,51868,644800,1197120
2.168,34515,1502880,699822
4.952,97186,1003040,3394472
2.168,31309,1431680,637232
4.424,87162,317600,2944662
4.04,80344,1442080,2111784
3.992,32009,332160,982578
0.344,77754,1043200,1340268
1.928,56082,314400,1125693
2.216,81149,13280,1846458
3.896,53548,1475520,1402335
3.512,64755,928160,1725215
0.872,50524,1429760,883743
4.616,94197,750400,2209619
2.072,36139,646400,803047
1.352,49208,949600,920999
4.376,64755,366720,1856339
2.648,59288,685600,1391446
1.16,50538,1225280,863387
1.016,49992,1209920,805305
0.68,93525,1434720,1731347
4.712,84985,100960,2531280
0.968,56243,856960,1109105
1.352,45939,316640,925945
4.904,80127,613920,2043165
3.464,60870,1532320,1467949
3.464,85860,530720,2171716
4.424,49369,73600,1415583
0.488,83067,908800,1534612
3.848,64664,1252000,1868064
2.024,64223,1180000,1639540
0.728,97634,435680,1385451
2.552,73729,341600,1754798
0.392,73841,1376640,1471105
4.76,66967,18560,1615917
3.32,80029,1036800,2503600
2.216,80960,912000,1823443
2.168,75122,287360,1845832
2.984,99671,300000,2534991
4.568,78587,1374240,2680974
0.824,72049,1291360,1714073
4.616,56012,515360,1602057
2.36,39681,88000,883272
1.16,56817,96800,1400398
4.376,79049,394080,2054735
3.224,98838,993600,2700648
0.392,75150,1225440,1564555
2.312,67478,1193440,1743466
2.264,36230,1517600,936054
2.36,70334,913760,1931603
3.368,83746,31200,1708045
4.424,58231,248640,1246981
2.792,95401,916320,1913293
4.904,74534,245440,1904943
3.8,53030,121760,1530986
1.544,96164,1314080,1796221
3.848,78356,1412000,2108859
2.168,34473,629280,657196
3.896,74947,683040,2142700
2.648,41270,155680,946239
0.392,48543,1337440,742021
3.416,52505,686400,1206870
3.752,51434,1096320,1393864
2.216,42460,527680,929565
0.632,37357,32480,537032
1.112,71377,817280,1398295
4.472,64153,1165600,1774186
0.584,96934,1213120,1969778
0.488,31358,1495360,581839
4.712,94820,1531840,2757385
2.36,89262,663520,1907154
4.472,59078,1549440,1599241
4.52,73519,521440,2286308
2.264,46527,366240,1070163
2.024,71489,6240,1193045
2.504,56719,708800,1441863
1.544,42194,135360,741588
0.68,63565,875040,1172911
2.648,83648,1430720,1545368
4.568,89171,1160960,2485479
3.32,94036,734560,1857564
2.408,45925,690880,844029
2.264,80113,894880,1927593
1.88,58224,477920,1276447
3.464,37693,1432640,1034645
1.208,87106,334560,1568366
4.52,45043,162880,1297356
2.744,30448,1221440,857834
3.608,73855,190560,1963639
3.944,69599,673280,1567671
3.896,83025,1083840,2169989
2.168,67030,1360800,1087236
4.088,41725,592000,1007077
0.776,50664,980640,929333
2.216,64069,754880,1104532
3.32,37427,1573920,955443
0.248,57307,1123840,815842
0.872,53562,539200,1216605
4.04,42754,1464320,1001795
4.28,43769,1551840,1290222
4.376,53590,1554880,1460612
1.928,63089,302880,1228561
3.512,59309,1156320,1417373
0.536,64461,443520,1091955
1.88,44700,1258240,1009924
1.64,44070,811520,760457
1.208,47304,460800,969476
1.496,62032,215520,1249936
0.344,48151,572160,794308
4.424,36181,213120,987359
0.776,97676,787040,1904541
4.28,88961,922240,2044325
1.688,48935,284800,971048
4.856,61920,905440,1909093
1.88,40990,1049120,930841
0.728,93112,720000,1512861
4.664,78433,954560,2991416
1.832,87939,1370720,1712862
3.32,46212,1247040,1135556
1.976,75318,672320,1325801
4.184,51238,923200,1319382
3.224,72784,211520,1722359
1.832,54605,1195520,1058152
3.56,77929,1057760,1904851
3.176,96395,113600,2876257
4.472,76431,993280,2199366
3.128,57916,1351520,1444282
3.464,55641,62400,1506226
4.712,33486,109280,983697
4.664,64860,1399520,1817595
2.648,73666,832480,1681538
2.504,38652,1564640,1005966
0.536,34487,1007200,582238
1.16,82871,1264640,1662678
5,92419,974080,2855888
1.64,94400,299520,1738950
2.984,68773,1155520,1521130
1.16,59960,609600,1266415
3.176,44672,1021760,1067982
3.224,41543,545600,1135121
1.496,80960,916960,1727143
0.92,61871,100640,1126578
1.016,94309,1109920,1585054
1.112,45253,359680,870437
0.92,98551,113120,1956148
1.4,58231,575520,981265
3.608,78125,1285760,1959057
3.992,32226,521760,851754
3.608,81072,819360,1914265
0.536,32394,1052480,513978
2.984,98509,894400,2374328
2.696,57741,548960,1508302
0.632,38701,632000,678874
1.448,53807,716320,1043403
3.56,38701,497920,1137544
4.328,52043,711360,1355376
2.744,35656,833760,968620
0.536,90550,378880,1774332
4.136,56460,1162400,1337731
3.8,80169,1014080,1958208
2.984,86896,113920,2361206
1.736,87029,625920,1939025
0.632,47031,728640,938349
4.04,61962,578880,1769128
2.12,71237,493280,1585338
2.792,92475,235680,2420608
0.632,38400,1233600,738087
0.968,92041,1159040,2027223
0.536,75325,1492000,1708954
3.56,34704,496960,954106
3.608,44595,674720,1154239
0.824,35383,1524480,843548
2.36,73701,115840,1318118
0.296,66988,988160,1071390
1.352,99419,1435840,2543339
2.696,63313,1363360,1579342
3.512,55767,1512320,1568234
4.52,92489,1569440,2412171
0.488,30504,886400,538127
4.808,99440,518240,2435710
0.248,47269,790880,805117
2.072,54745,1352800,991286
3.8,71951,1434400,1884589
3.272,35859,989600,763693
2.504,61248,12960,1417538
3.272,68388,394880,1736863
2.648,66015,903200,1747273
2.504,85104,696800,2151080
1.016,53037,1352800,1030877
2.84,46149,56480,875543
4.184,59379,1584160,1861329
2.216,48529,162240,1187818
3.416,43517,1197280,1266083
0.968,76858,1281440,1479578
1.592,58490,47680,1137354
4.184,94624,1079040,2645167
2.696,90081,781600,2590579
0.536,66561,208800,1319051
3.752,66792,1511840,1679797
0.344,52764,607200,754960
2.744,44490,457600,1158233
4.088,97263,1055680,2726318
0.92,36398,138240,795012
0.248,52309,407680,723008
2.648,48809,776960,1377532
3.944,59876,1591200,1975772
1.256,63663,1461920,976435
4.904,53828,852480,1689685
2.072,37007,758080,973259
3.032,82122,1248640,2049667
1.592,34851,900800,757694
0.584,95961,771360,1609931
0.584,94456,1120,1558166
0.584,42348,1267040,594416
3.704,74758,1255680,2378808
3.08,65525,1096640,1412457
0.248,84719,991520,1067161
4.856,78342,60960,2116965
0.728,70376,990080,1219798
3.56,75052,358880,1689630
0.728,96206,934400,1642350
2.504,60177,1155680,1532847
1.64,60863,321920,1187382
1.88,37749,890720,753218
2.072,57461,1312320,1123666
0.44,65063,500960,1070334
0.776,69116,633760,1017420
4.952,45365,545920,1043128
0.584,38960,998560,672954
3.224,79427,209920,2044720
1.688,39989,1572480,817950
3.176,61024,1248800,1790262
2.12,78097,1132480,1708913
3.464,44847,299040,1218719
2.216,77880,257920,1921920
3.848,85468,346400,2377971
1.88,71972,931680,1357698
3.08,36503,845600,865029
0.824,38715,945120,659464
3.464,43804,925920,1124638
2.36,75703,32160,1517449
1.544,84208,447040,1973589
1.112,91075,789760,1412705
2.408,97935,277920,1764642
2.408,87484,401760,1821895
0.584,73540,1388160,1235582
4.952,90697,979040,3014885
2.936,63061,886880,1656458
4.76,57587,75680,1601221
4.04,97039,316000,3001497
2.936,75374,966880,1674305
1.976,74765,1570400,1757024
3.032,39597,1232960,1226994
2.408,63061,948960,1628605
1.784,36097,1320000,816172
1.928,82178,667520,1634265
4.856,51196,651200,1494618
0.392,47038,296480,711676
0.536,33668,987200,578124
2.264,80358,372000,1621768
3.992,58021,1146400,1750865
1.064,94323,694880,1886127
2.984,60149,1323200,1704265
5,32590,1538720,964180
2.984,52974,967680,1218110
3.56,47773,888480,1461750
3.8,41466,1308160,1264659
2.936,52008,516640,1126666
1.4,87064,1024960,1456348
4.136,41123,1298720,1285443
1.496,33542,1270240,663343
1.352,85328,1295520,1443247
1.736,65252,1289600,1373620
4.088,64510,134880,1753789
0.872,36153,106240,679805
2.216,57468,605280,1304356
1.592,65119,1359360,1538840
0.872,32653,1397760,757738
3.464,41046,815840,1130822
3.464,77103,1059040,2134262
1.112,97417,1429920,1423024
0.392,30707,751680,372763
4.952,99538,1387360,2810116
0.776,66169,156320,1125086
4.664,80988,724800,2108950
3.032,39156,203680,1096933
3.368,41305,134240,1156224
2.648,73512,998240,2093919
0.2,64468,1510400,961156
0.392,62452,577120,977610
1.256,35474,511520,658044
1.016,92958,1303040,1561580
0.2,39835,1053280,486847
3.992,77208,1322240,2026898
2.648,81653,710240,1824036
1.496,84523,161600,1577779
2.12,38421,259200,942164
1.4,79119,457280,1364512
4.232,74163,662080,1950912
3.464,44056,579840,1324903
1.88,70985,629280,1642021
3.368,54136,700160,1298755
1.304,36034,1033440,621618
4.04,58798,786240,1446841
2.36,79161,711520,1561901
1.112,63194,840800,1288185
4.088,63558,1460320,1972418
0.392,52498,1524000,987821
2.552,39086,1584000,960288
4.856,42628,1136640,1246422
0.2,63796,1422240,808103
3.464,46212,1262560,1215231
3.416,81121,17120,2337037
1.016,74730,534400,1600547
2.504,31491,1472480,700575
0.536,97130,886880,1525976
1.256,87218,1199520,1817561
0.2,97347,1093440,1527103
4.376,46331,1398400,1359346
4.568,80414,1320960,2025550
2.6,69193,813920,1915583
2.936,68024,984480,1551936
4.76,83641,577120,2505308
1.256,55235,70880,1202888
0.248,53163,344960,1080393
2.744,81702,747680,1864023
0.872,75794,397120,1386116
2.936,92517,865600,2606413
3.224,97977,1023200,2867750
0.968,47395,1543680,912178
3.08,50650,1429600,1312753
4.712,31806,1558560,1047437
3.56,83032,228000,2244969
3.272,63901,1381760,1912080
1.256,32730,1517760,688220
1.4,51350,496480,1087743
1.64,94904,1110080,1756605
0.536,98334,1048480,1746220
3.56,84537,1227040,2095897
0.296,95177,835200,1288120
4.856,93210,1556800,2238372
0.872,47262,1555840,885744
4.568,75948,1030880,2353077
4.856,81086,1102880,2128681
4.856,77705,1024960,2182098
2.072,39639,949920,819851
1.64,51819,512000,1172244
4.712,57769,1047680,1798488
2.312,86945,1310880,1724982
2.264,78902,1479680,1686400
1.832,57846,749280,1198669
1.352,95919,83200,1889544
5,94113,329280,2740145
4.184,49880,653920,1380228
4.328,73904,1262720,2012498
3.272,55781,1392640,1499377
5,32877,1597600,891990
2.552,41046,820640,836560
3.08,46009,1384960,1132164
0.968,70481,508480,1083479
2.072,47619,9280,1046242
3.656,73533,1576160,1873720
1.064,62151,458400,1368241
0.488,77243,701920,1407626
2.168,67387,733600,1661518
3.992,79686,81280,2233724
4.184,97648,1466080,2663080
4.328,58476,1325440,1822969
2.696,33297,190400,771333
3.464,91180,131360,2421440
4.28,54654,55840,1511203
0.2,84215,300160,1540873
3.08,62249,1164160,1614846
2.84,30483,863040,787315
1.688,44406,82880,803079
1.016,78594,113120,1688354
0.344,42663,647200,824890
3.56,76914,374240,1902061
0.296,60555,410880,897066
4.136,71972,879200,2069333
0.44,73988,64000,1102020
3.272,31680,1198240,936271
1.64,54388,29120,1071799
1.208,67891,59840,1440478
2.936,58700,261600,1253143
3.992,92461,759840,2229595
2.648,32275,1433760,883361
4.472,46219,744960,1045173
4.424,35187,651040,1072170
1.448,55620,780480,1292080
1.64,88163,1472160,1805722
3.128,30679,1544480,872848
2.984,73078,345120,1944703
3.704,40024,1084640,1163162
4.04,88940,402560,2283897
4.472,37714,498240,852598
2.12,67989,654720,1472583
4.616,68724,1183360,2107381
4.088,48893,220800,1329955
0.872,47906,309120,1038205
2.792,34074,1147840,854547
1.688,37245,1035200,784512
2.744,97522,42240,2006725
3.416,35026,529280,834756
2.888,64916,835680,1581987
0.68,35236,476000,762889
3.512,89962,526560,2716721
4.088,87449,247360,2902539
3.608,36475,183520,923858
2.36,63040,657120,1547143
0.584,78132,559680,1631274
3.944,99972,801120,2600604
0.296,60730,1263680,909747
1.256,77082,251680,1626463
3.176,76032,440000,1934358
3.848,92279,1598080,2402798
4.328,75339,1145440,2023137
3.032,75962,840320,1884574
4.28,49761,128640,1454296
0.92,74737,842400,1474728
1.976,40598,1246080,903429
1.544,74226,665760,1515043
4.04,30294,804000,695046
0.488,97725,976640,1880345
2.216,52498,163840,1069555
2.696,41270,528160,1206142
2.072,64433,721440,1350660
0.584,69935,1475040,1298910
1.736,84985,18720,1769911
0.968,43790,1265600,803980
2.792,71608,945920,2094030
3.704,80358,397920,2216860
4.616,32086,294400,975831
0.728,33388,1439360,618938
1.88,71083,1225120,1220228
2.6,46394,992640,1084539
0.92,62676,1136640,1043510
2.792,81527,1579840,1695935
1.592,46618,363040,1074428
1.64,35705,47040,746812
4.232,34900,548960,968226
2.936,89948,406080,2418606
1.496,48914,1529440,1141702
5,38085,1250080,1270398
3.224,82563,536800,2272430
4.712,61773,514720,1692931
4.904,80673,897920,2234096
2.744,50923,690560,1165663
2.888,51826,282880,1335446
3.8,81114,1505760,2805877
2.072,55305,1245760,1073111
3.224,61696,772160,1713708
